Ref_ID,Paper_ID,Location_ID,Title,Author,Year,Time_Series_ID,Epi Info,Absences?,Annularis,Culicifacies,Dirus,Fluviatilis,Minimus,Stephensi,Subpictus,Keep,Reason,Length,Start,End,Catch_Method,Species,January,February,March,April,May,June,July,August,September,October,November,December
242,48,67,"Bionomics of malaria vectors in two physiographically different areas of the epidemic-prone Thar Desert, north-western Rajasthan (India)",Tyagi,2001,176,Monthly,Yes,1,1,0,0,0,1,1,1,,12,1993,1994,"Indoor Resting Collections, cattle and human dwellings, morning",Culicifacies,0.6574,0.5062,9.7125,11.2365,8.8502,4.0904,4.9167,14.4022,13.6925,8.2342,5.4291,10.3058
242,48,67,"Bionomics of malaria vectors in two physiographically different areas of the epidemic-prone Thar Desert, north-western Rajasthan (India)",Tyagi,2001,177,Monthly,Yes,1,1,0,0,0,1,1,1,,12,1993,1994,"Indoor Resting Collections, cattle and human dwellings, morning",Stephensi,0.7969,6.6511,14.6006,47.2695,29.3809,5.4867,8.6875,3.3687,24.8658,16.7541,15.6246,10.3058
242,48,67,"Bionomics of malaria vectors in two physiographically different areas of the epidemic-prone Thar Desert, north-western Rajasthan (India)",Tyagi,2001,178,Monthly,Yes,1,1,0,0,0,1,1,1,,12,1993,1994,"Indoor Resting Collections, cattle and human dwellings, morning",Subpictus,0.6571,0.506,0.4945,0.9012,0.6105,10.2356,17.9053,32.2792,33.385,16.6141,18.8369,12.6799
242,48,68,"Bionomics of malaria vectors in two physiographically different areas of the epidemic-prone Thar Desert, north-western Rajasthan (India)",Tyagi,2001,179,Monthly,Yes,0,0,0,0,0,1,1,1,,12,1993,1994,"Indoor Resting Collections, cattle and human dwellings, morning",Stephensi,3.8728,4.5591,9.7155,15.7086,5.6415,4.0936,6.0374,18.4559,15.7905,13.405,6.4101,6.6779
242,48,68,"Bionomics of malaria vectors in two physiographically different areas of the epidemic-prone Thar Desert, north-western Rajasthan (India)",Tyagi,2001,180,Monthly,Yes,0,0,0,0,0,1,1,0.5,Low Counts,12,1993,1994,"Indoor Resting Collections, cattle and human dwellings, morning",Subpictus,7.0787,0,0,0,0,0,0,0,2.0977,3.0637,0,1.923
262,50,70,"Impact of alphacypermethrin treated bed nets on malaria in villages of Malkangiri district, Orissa, India",Sahu,2003,181,Monthly,No,0,1,0,1,0,0,0,1,,12,1998,2000,"Indoor Resting Collecitons, Human Dwellings, Morning",Culicifacies,0.15125,0.68865,2.59505,4.28105,4.465,4.69305,21.2639,20.2556,3.61125,0.39395,0.06825,0.54145
262,50,70,"Impact of alphacypermethrin treated bed nets on malaria in villages of Malkangiri district, Orissa, India",Sahu,2003,182,Monthly,No,0,1,0,1,0,0,0,1,,12,1998,2000,"Indoor Resting Collecitons, Human Dwellings, Morning",Fluviatilis,18.4777,11.09025,7.95735,0.9692,0.2297,0.64355,1.4116,1.8702,13.54225,20.8274,32.9429,25.24475
264,51,71,Malaria control in a forest camp in an oil exploration area of upper Assam,Prakash,2003,183,Monthly,No,0,0,1,0,0,0,0,1,,12,2000,2001,Outdoor Landing Collections,Dirus,0,0,0,0,0.5,19.66666667,14,50.5,50,46,1.5,0
270,52,72,"Epidemiology of malaria transmission and development of natural immunity in a malaria-endemic village, San Dulakudar, in Orissa State, India",Sharma,2004,184,Monthly,Yes,1,1,0,1,0,0,0,1,,12,2000,2000,"Indoor resting collections, morning, cattle and human dwellings",Culicifacies,23.5791,45.9398,122.135,106.6313,58.501,83.4611,78.0845,80.8547,16.085,25.7079,29.1252,8.4003
270,52,72,"Epidemiology of malaria transmission and development of natural immunity in a malaria-endemic village, San Dulakudar, in Orissa State, India",Sharma,2004,185,Monthly,Yes,1,1,0,1,0,0,0,1,,12,2000,2000,"Indoor resting collections, morning, cattle and human dwellings",Fluviatilis,4.5457,2.5725,3.258,1.656,0.116,0.3066,1.2389,1.553,11.4478,10.9583,9.6038,2.2536
281,54,74,Role of modified CDC miniature light-traps as an alternative method for sampling adult anophelines (Diptera : Culicidae) in the National Mosquito Surveillance Programme in India,Sadanandane,2004,186,No,Yes,1,1,0,1,1,1,1,1,,12,1994,1995,CDC Light Trap,Culicifacies,0.476,0.2752,0.524,0.92,0.8712,9.3084,7.3232,8.0176,2.6084,0.772,2.9556,1.1212
281,54,74,Role of modified CDC miniature light-traps as an alternative method for sampling adult anophelines (Diptera : Culicidae) in the National Mosquito Surveillance Programme in India,Sadanandane,2004,187,No,Yes,1,1,0,1,1,1,1,1,,12,1994,1995,Indoor Resting Collection,Culicifacies,2.5893,4.6731,8.0982,24.252,15.6162,71.7438,61.2114,28.347,46.8429,5.4927,15.6156,8.9898
281,54,74,Role of modified CDC miniature light-traps as an alternative method for sampling adult anophelines (Diptera : Culicidae) in the National Mosquito Surveillance Programme in India,Sadanandane,2004,188,No,Yes,1,1,0,1,1,1,1,1,,12,1994,1995,CDC Light Trap,Annularis,5.2164,3.1884,3.2052,7.6116,12.8408,8.7672,17.3136,6.7816,7.6212,5.942,5.2572,4.0024
281,54,74,Role of modified CDC miniature light-traps as an alternative method for sampling adult anophelines (Diptera : Culicidae) in the National Mosquito Surveillance Programme in India,Sadanandane,2004,189,No,Yes,1,1,0,1,1,1,1,0,Very Low Counts,12,1994,1995,Indoor Resting Collection,Annularis,2.074,2.39,1.1852,0.4292,0.3716,0.762,0,0.3472,0.3144,2.3756,1.292,0.86
281,54,74,Role of modified CDC miniature light-traps as an alternative method for sampling adult anophelines (Diptera : Culicidae) in the National Mosquito Surveillance Programme in India,Sadanandane,2004,190,No,Yes,1,1,0,1,1,1,1,0,Very Low Counts,12,1994,1995,Indoor Man Landing,Annularis,0,0,0,0,3.3284,0,1.2276,1.2276,1.2276,1.2276,1.168,0
281,54,74,Role of modified CDC miniature light-traps as an alternative method for sampling adult anophelines (Diptera : Culicidae) in the National Mosquito Surveillance Programme in India,Sadanandane,2004,191,No,Yes,1,1,0,1,1,1,1,1,,12,1994,1995,CDC Light Trap,Fluviatilis,19.6544,2.6668,1.4816,0.2964,3.2592,6.5184,3.1604,1.284,8.494,39.3088,56.9876,10.3704
281,54,74,Role of modified CDC miniature light-traps as an alternative method for sampling adult anophelines (Diptera : Culicidae) in the National Mosquito Surveillance Programme in India,Sadanandane,2004,192,No,Yes,1,1,0,1,1,1,1,1,,12,1994,1995,Indoor Resting Collection,Fluviatilis,7.4073,2.2221,2.3703,0.5925,0,0.963,0.1479,0,0.8148,9.7038,3.9999,16.074
281,54,74,Role of modified CDC miniature light-traps as an alternative method for sampling adult anophelines (Diptera : Culicidae) in the National Mosquito Surveillance Programme in India,Sadanandane,2004,193,No,Yes,1,1,0,1,1,1,1,1,,12,1994,1995,Outdoor Resting Collections,Fluviatilis,29.652,29.4045,24.69,9.553,4.5905,0,9.6775,4.963,4.4665,9.553,59.4295,34.243
281,54,74,Role of modified CDC miniature light-traps as an alternative method for sampling adult anophelines (Diptera : Culicidae) in the National Mosquito Surveillance Programme in India,Sadanandane,2004,194,No,Yes,1,1,0,1,1,1,1,1,,12,1994,1995,Indoor Man Landing,Fluviatilis,11.4144,13.4988,13.7964,15.484,9.33,11.8116,9.7272,15.2848,35.5336,37.8164,61.7368,23.226
281,54,74,Role of modified CDC miniature light-traps as an alternative method for sampling adult anophelines (Diptera : Culicidae) in the National Mosquito Surveillance Programme in India,Sadanandane,2004,195,No,Yes,1,1,0,1,1,1,1,1,,12,1994,1995,Outdoor Man Landing,Fluviatilis,0.8932,2.5808,1.1912,0.5956,0.1984,1.1912,0.1984,1.588,1.4884,9.6276,25.608,6.65
288,55,75,"Changing scenario of malaria in central India, the replacement of Plasmodium vivax by Plasmodium falciparum (1986-2000)",Singh,2004,196,Monthly,No,0,1,0,0,1,0,0,1,,12,1986,1991,"Indoor resting collection, human and cattle dwellings, Morning",Culicifacies,623.844,468.325,391.662,383.739,264.618,287.029,632.944,972.791,1132.691,637.494,490.061,415.421
288,55,75,"Changing scenario of malaria in central India, the replacement of Plasmodium vivax by Plasmodium falciparum (1986-2000)",Singh,2004,197,Monthly,No,0,1,0,0,1,0,0,1,,12,1992,2000,"Indoor resting collection, human and cattle dwellings, Morning",Culicifacies,391.323,466.301,482.646,351.388,351.56,305.226,487.363,972.791,776.834,532.355,364.704,279.957
288,55,75,"Changing scenario of malaria in central India, the replacement of Plasmodium vivax by Plasmodium falciparum (1986-2000)",Singh,2004,198,Monthly,No,0,1,0,0,1,0,0,1,,12,1986,1991,"Indoor resting collection, human and cattle dwellings, Morning",Fluviatilis,7.667,1.771,0.423,0,0.76,2.95,3.625,5.817,5.48,8.175,8.85,11.547
288,55,75,"Changing scenario of malaria in central India, the replacement of Plasmodium vivax by Plasmodium falciparum (1986-2000)",Singh,2004,199,Monthly,No,0,1,0,0,1,0,0,1,,12,1992,2000,"Indoor resting collection, human and cattle dwellings, Morning",Fluviatilis,38.498,14.407,7.498,3.623,2.781,2.446,3.12,10.87,4.469,8.175,17.44,26.709
319,57,78,Relationship between Anopheles fluviatilis & A. stephensi (Diptera: Culicidae) catches & the prevalence of malaria cases at Kalsi area in Dehradun district (Uttaranchal).,Pemola,2006,200,Monthly,Yes,1,1,0,1,0,1,1,1,,12,2000,2002,"Indoor Morning and evening collections by hand,  (both human and cattle dwellings) ",Culicifacies,0,0,1.666666667,6,9.333333333,10.33333333,3.666666667,10.66666667,7.333333333,1.666666667,0,0
319,57,78,Relationship between Anopheles fluviatilis & A. stephensi (Diptera: Culicidae) catches & the prevalence of malaria cases at Kalsi area in Dehradun district (Uttaranchal).,Pemola,2006,201,Monthly,Yes,1,1,0,1,0,1,1,0.5,Low Counts,12,2000,2002,"Indoor Morning and evening collections by hand,  (both human and cattle dwellings) ",Annularis,0,0.666666667,3.333333333,6.333333333,5.333333333,2.333333333,1,4.333333333,5.666666667,4,2,0
319,57,78,Relationship between Anopheles fluviatilis & A. stephensi (Diptera: Culicidae) catches & the prevalence of malaria cases at Kalsi area in Dehradun district (Uttaranchal).,Pemola,2006,202,Monthly,Yes,1,1,0,1,0,1,1,1,,12,2000,2002,"Indoor Morning and evening collections by hand,  (both human and cattle dwellings) ",Fluviatilis,0,2,9.333333333,14.66666667,24.33333333,8,3.666666667,8.666666667,9,4,1.333333333,0
319,57,78,Relationship between Anopheles fluviatilis & A. stephensi (Diptera: Culicidae) catches & the prevalence of malaria cases at Kalsi area in Dehradun district (Uttaranchal).,Pemola,2006,203,Monthly,Yes,1,1,0,1,0,1,1,1,,12,2000,2002,"Indoor Morning and evening collections by hand,  (both human and cattle dwellings) ",Stephensi,0,0,1.333333333,2.666666667,9.333333333,16.66666667,28.66666667,34,23.66666667,27.33333333,10.66666667,1.666666667
319,57,78,Relationship between Anopheles fluviatilis & A. stephensi (Diptera: Culicidae) catches & the prevalence of malaria cases at Kalsi area in Dehradun district (Uttaranchal).,Pemola,2006,204,Monthly,Yes,1,1,0,1,0,1,1,1,,12,2000,2002,"Indoor Morning and evening collections by hand,  (both human and cattle dwellings) ",Subpictus,0,0,0.333333333,0.666666667,3.666666667,12,22.33333333,25.66666667,11.33333333,4,0,0
332,58,79,"Seasonal prevalence of malaria vectors and its relationship with malaria transmission in three physiographic zones in Uttaranchal State, India.",Shukla,2007,205,Monthly,Yes,1,1,0,1,0,0,1,0,Very Low Counts,12,1998,1999,"Indoor Resting Collections, Human and Cattle Dwellings, Morning",Culicifacies,0,0,0,0,0,0,0,161.5205,0,0,0,0
332,58,79,"Seasonal prevalence of malaria vectors and its relationship with malaria transmission in three physiographic zones in Uttaranchal State, India.",Shukla,2007,206,Monthly,Yes,1,1,0,1,0,0,1,1,,12,1998,1999,"Indoor Resting Collections, Human and Cattle Dwellings, Morning",Fluviatilis,0,0,7.373,166.355,0,34.96,10.4155,19.415,10.1135,0,0,0
332,58,80,"Seasonal prevalence of malaria vectors and its relationship with malaria transmission in three physiographic zones in Uttaranchal State, India.",Shukla,2007,207,Monthly,Yes,1,1,0,1,0,0,1,1,,12,1998,1999,"Indoor Resting Collections, Human and Cattle Dwellings, Morning",Culicifacies,0,0,0,0,21.782,13.8615,43.564,542.5745,564.3565,0,0,0
332,58,80,"Seasonal prevalence of malaria vectors and its relationship with malaria transmission in three physiographic zones in Uttaranchal State, India.",Shukla,2007,208,Monthly,Yes,1,1,0,1,0,0,1,1,,12,1998,1999,"Indoor Resting Collections, Human and Cattle Dwellings, Morning",Fluviatilis,0,61.386,29.7025,47.525,11.8805,0,7.921,0,37.624,152.475,0,19.802
332,58,81,"Seasonal prevalence of malaria vectors and its relationship with malaria transmission in three physiographic zones in Uttaranchal State, India.",Shukla,2007,209,Monthly,Yes,1,1,0,1,0,0,1,1,,12,1998,1999,"Indoor Resting Collections, Human and Cattle Dwellings, Morning",Culicifacies,0,0,0,74.206,21.31,17.9615,327.3005,365.744,432.0625,86.5825,0,0
332,58,81,"Seasonal prevalence of malaria vectors and its relationship with malaria transmission in three physiographic zones in Uttaranchal State, India.",Shukla,2007,210,Monthly,Yes,1,1,0,1,0,0,1,1,,12,1998,1999,"Indoor Resting Collections, Human and Cattle Dwellings, Morning",Fluviatilis,11.43,12.731,29.491,13.7485,0,0,0,0,12.466,16.8575,28.9785,192.8075
342,59,82,"Impact of lmabdacyhalothrin capsule suspension treated bed nets on malaria in tribal villages of Malkangiri district, Orissa, India",Sahu,2008,211,Quarterly,No,,1,,1,,,,1,,12,2000,2003,"Indoor Resting Collections, Human Dwellings, Morning",Culicifacies,0.4446,1.780633333,8.8096,10.5943,10.5513,16.0238,28.1387,30.43065,21.45055,4.314566667,0.3675,0.097466667
342,59,82,"Impact of lmabdacyhalothrin capsule suspension treated bed nets on malaria in tribal villages of Malkangiri district, Orissa, India",Sahu,2008,212,Quarterly,No,,1,,1,,,,1,,12,2000,2003,"Indoor Resting Collections, Human Dwellings, Morning",Fluviatilis,6.5869,5.91175,0.72605,0.13095,0.03775,0.26835,1.2033,1.78005,5.39055,8.0765,12.18453333,12.48303333
347,60,83,"Malaria persistence in Kumaon foothills of District Nainital, Uttarakhand, India",Shukla,2008,213,Yearly,Yes,1,1,0,1,0,1,1,1,,12,2002,2004,"Indoor Resting Collections, Mornings, Human and Cattle Dwellings",Culicifacies,7.47415,0.89735,0.2474,3.4198,24.5553,18.66966667,86.95123333,62.94066667,73.51303333,34.08483333,15.49146667,9.182066667
347,60,83,"Malaria persistence in Kumaon foothills of District Nainital, Uttarakhand, India",Shukla,2008,214,Yearly,Yes,1,1,0,1,0,1,1,1,,12,2002,2004,"Indoor Resting Collections, Mornings, Human and Cattle Dwellings",Fluviatilis,25.52745,31.64635,65.91275,2.23615,0.782,3.773166667,0.946633333,0.755266667,2.866933333,19.24613333,22.7855,19.96023333
349,61,84,"Dynamics of Anopheles culicifacies-transmitted malaria in the absence of effective zooprophylaxis in a riverine settlement in Gujarat, India",Bhatt,2008,215,No,Yes,1,1,0,1,0,1,1,1,,12,1991,1992,Indoor Resting Collections,Culicifacies,21.1724,13.2156,34.4229,24.2043,32.2126,20.8649,22.9635,61.7062,81.9061,12.2324,50.0311,9.5197
349,61,84,"Dynamics of Anopheles culicifacies-transmitted malaria in the absence of effective zooprophylaxis in a riverine settlement in Gujarat, India",Bhatt,2008,216,No,Yes,1,1,0,1,0,1,1,1,,12,1991,1992,Outdoor Resting Collections,Culicifacies,26.4382,49.4062,18.5725,16.4003,14.6038,30.6557,58.9032,27.2533,20.427,20.1411,40.4652,19.5641
349,61,84,"Dynamics of Anopheles culicifacies-transmitted malaria in the absence of effective zooprophylaxis in a riverine settlement in Gujarat, India",Bhatt,2008,217,No,Yes,1,1,0,1,0,1,1,1,,12,1991,1992,Indoor Landing Catches,Culicifacies,9.0136,10.9546,18.6146,14.7385,28.2164,17.9858,14.2076,18.8622,32.3875,23.428,22.9247,2.2328
349,61,84,"Dynamics of Anopheles culicifacies-transmitted malaria in the absence of effective zooprophylaxis in a riverine settlement in Gujarat, India",Bhatt,2008,218,No,Yes,1,1,0,1,0,1,1,1,,12,1991,1992,Outdoor Landing Catches,Culicifacies,28.3716,21.9533,25.2629,11.2683,2.8946,8.0624,17.6778,11.8712,12.9809,8.7633,24.7338,30.5855
350,62,85,Prevalence of mosquito species in Chhura block of Raipur district of Chhattisgarh state.,Parmanand,2008,219,No,Yes,1,1,0,0,0,0,1,1,,12,2002,2003,"Indoor resting collections, 6am-8am, human and mixed dwellings",Culicifacies,4.99,3.275,4.975,0.68,2.95,2.65,6.82,12.65,14.3,3.84,2.255,4.825
350,62,85,Prevalence of mosquito species in Chhura block of Raipur district of Chhattisgarh state.,Parmanand,2008,220,No,Yes,1,1,0,0,0,0,1,1,,12,2002,2003,"Indoor resting collections, 6am-8am, human and mixed dwellings",Annularis,6.58,5.725,6.45,3.32,4.15,2.3,6.52,10.6,11.95,7.565,5.275,5.405
350,62,85,Prevalence of mosquito species in Chhura block of Raipur district of Chhattisgarh state.,Parmanand,2008,221,No,Yes,1,1,0,0,0,0,1,1,,12,2002,2003,"Indoor resting collections, 6am-8am, human and mixed dwellings",Subpictus,2.955,12.65,16.5,13.88,7.65,5.35,15.17,35.4,23.4,9.38,5.585,4.125
365,63,86,"Indoor resting density pattern of mosquito species in Fingeswar block of Raipur district in Chhattisgarh, central India.",Parmanand Baghel,2009,222,No,Yes,1,1,0,0,0,0,1,0.5,Low Counts,12,2002,2003,"Indoor resting captures, 6am-8am, human dwellings.",Culicifacies,4.195,4.02,1.075,0.35,0,0.1,2.1,4.45,3.31,6.73,2,4.2
365,63,86,"Indoor resting density pattern of mosquito species in Fingeswar block of Raipur district in Chhattisgarh, central India.",Parmanand Baghel,2009,223,No,Yes,1,1,0,0,0,0,1,1,,12,2003,2004,"Indoor resting captures, 6am-8am, human dwellings.",Annularis,5.98,5.09,3.65,1.45,0.4,0.75,3.5,5.5,3,5.4,4.65,7.2
365,63,86,"Indoor resting density pattern of mosquito species in Fingeswar block of Raipur district in Chhattisgarh, central India.",Parmanand Baghel,2009,224,No,Yes,1,1,0,0,0,0,1,1,,12,2004,2004,"Indoor resting captures, 6am-8am, human dwellings.",Subpictus,9.355,10.535,16.575,11.6,4.25,3.15,2.85,20.65,12.25,15.93,19.3,14.95
366,64,87,"Bionomics of Anopheles minimus and An. fluviatilis (Diptera: Culicidae) in East-Central India, Endemic for falciparum Malaria: Human Landing Rates, Host Feeding, and Parity",Sekhar,2009,225,No,Yes,0,0,0,1,1,0,1,0.5,Low Counts,12,2006,2007,Indoor Human Landing Catches Overnight,Fluviatilis,0.368699561,1.972785155,0.718104344,0.686340273,0.996039967,1.003980984,0.676692884,3.306876143,3.719809068,3.036881538,3.322758179,4.228034206
366,64,87,"Bionomics of Anopheles minimus and An. fluviatilis (Diptera: Culicidae) in East-Central India, Endemic for falciparum Malaria: Human Landing Rates, Host Feeding, and Parity",Sekhar,2009,226,No,Yes,0,0,0,1,1,0,1,0.5,Low Counts,12,2006,2007,"Outdoor Human Landing Catches, Overnight",Fluviatilis,0,0.72097006,0.268860655,1.081023395,1.747100308,2.191159642,0.097080898,1.068114272,3.144114017,4.278859791,2.709651916,2.668893898
366,64,87,"Bionomics of Anopheles minimus and An. fluviatilis (Diptera: Culicidae) in East-Central India, Endemic for falciparum Malaria: Human Landing Rates, Host Feeding, and Parity",Sekhar,2009,227,No,Yes,0,0,0,1,1,0,1,0.5,Low Counts,12,2006,2007,Indoor Human Landing Catches Overnight,Minimus,0.702222308,1.258093554,2.687476755,0.305171419,0.503696864,0.351111154,0.988098949,3.005117467,3.703927032,4.259798278,4.291562349,2.401600115
366,64,87,"Bionomics of Anopheles minimus and An. fluviatilis (Diptera: Culicidae) in East-Central India, Endemic for falciparum Malaria: Human Landing Rates, Host Feeding, and Parity",Sekhar,2009,228,No,Yes,0,0,0,1,1,0,1,0.5,Low Counts,12,2006,2007,"Outdoor Human Landing Catches, Overnight",Minimus,0,0.941488827,1.03301306,1.727494879,1.350060159,1.000812776,0.622120987,1.317787351,2.305891287,8.056398012,3.753211898,0.74350059
368,65,88,"Field evaluation of Olyset nets: a long-lasting insecticidal net against malaria vectors Anopheles culicifacies and Anopheles fluviatilis in a hyperendemic tribal area of Orissa, India. ",Sharma,2009,229,No,No,,1,,1,,,,1,,12,2005,2007,Floor sheet collection and hand catches,Culicifacies,8.59165,7.3514,5.3668,4.3355,3.854,5.9386,8.3901,10.2913,7.8304,6.9091,9.8111,8.39505
368,65,88,"Field evaluation of Olyset nets: a long-lasting insecticidal net against malaria vectors Anopheles culicifacies and Anopheles fluviatilis in a hyperendemic tribal area of Orissa, India. ",Sharma,2009,230,No,No,,1,,1,,,,1,,12,2005,2007,Floor sheet collection and hand catches,Fluviatilis,4.7257,5.3617,2.456,1.4312,2.3954,2.9287,1.4203,1.417,6.8415,1.8936,7.93055,6.63725
369,66,89,Impact of etofenprox (Vectron 20 WP) indoor residual spray on malaria transmission. ,Sreehari,2009,231,Monthly,No,,,1,,1,,,1,,12,2004,2005,Indoor Resting Collections,Culicifacies,15.8413,10.8567,17.3016,25.6627,36.2478,17.3693,71.4156,71.2213,80.4381,85.3773,44.9743,38.792
383,67,90,"Diversity and seasonal densities of vector anophelines in relation to forest fringe malaria in district Sonitpur, Assam (India).",Das,2011,232,Quarterly,No,1,1,1,1,1,,,1,,12,2004,2005,"CDC light traps from 6pm to 6am, human and cattle dwellings",Culicifacies,0,3.804266452,41.89913867,58.52876743,98.49129609,165.5023365,150.4192376,167.0528066,92.2638045,51.0689772,30.38684918,13.44594435
383,67,90,"Diversity and seasonal densities of vector anophelines in relation to forest fringe malaria in district Sonitpur, Assam (India).",Das,2011,233,Quarterly,No,1,1,1,1,,,,1,,12,2004,2005,"CDC light traps from 6pm to 6am, human and cattle dwellings",Annularis,51.54869697,33.64933765,97.86972899,142.486623,231.8839295,321.2871463,282.880998,317.2425274,212.6045139,148.082697,102.2177435,40.49445613
383,67,90,"Diversity and seasonal densities of vector anophelines in relation to forest fringe malaria in district Sonitpur, Assam (India).",Das,2011,234,Quarterly,No,1,1,1,1,,,,1,,12,2004,2005,"CDC light traps from 6pm to 6am, human and cattle dwellings",Dirus,0,0,4.581471587,19.3493542,72.36577697,64.74936366,52.46873449,42.05182156,12.04520201,4.422878397,3.33636729,0
383,67,90,"Diversity and seasonal densities of vector anophelines in relation to forest fringe malaria in district Sonitpur, Assam (India).",Das,2011,235,Quarterly,No,1,1,1,1,,,,1,,12,2004,2005,"CDC light traps from 6pm to 6am, human and cattle dwellings",Fluviatilis,49.67513022,33.64933765,24.1731483,22.15773423,3.337352341,0,0,0,21.37166363,31.47730049,50.91136906,67.54493802
383,67,90,"Diversity and seasonal densities of vector anophelines in relation to forest fringe malaria in district Sonitpur, Assam (India).",Das,2011,236,Quarterly,No,1,1,1,1,,,,1,,12,2004,2005,"CDC light traps from 6pm to 6am, human and cattle dwellings",Minimus,14.21920928,28.05424872,63.34862132,96.77730758,160.9878484,152.4425321,169.0761011,208.0979062,136.1133439,134.0920195,53.70792848,18.10622001
384,68,91,Seasonal prevalence & resting behaviour of Anopheles minimus Theobald & An. fluviatilis James (Diptera: Culicidae) in east-central India,Sahu,2011,237,No,Yes,1,1,0,1,1,0,1,1,,12,2005,2007,"Indoor Resting Collections, Morning, Human and Cattlesheds",Fluviatilis,2.0381,6.2163,5.92115,4.315,4.0066,2.38735,1.98415,6.8245,12.2458,8.55865,8.7368,5.5902
384,68,91,Seasonal prevalence & resting behaviour of Anopheles minimus Theobald & An. fluviatilis James (Diptera: Culicidae) in east-central India,Sahu,2011,238,No,Yes,1,1,0,1,1,0,1,1,,12,2005,2007,"Indoor Resting Collections, Morning, Human and Cattlesheds",Minimus,0.9029,1.54065,3.4887,3.4502,2.1958,1.14405,2.76795,2.52705,4.4078,8.50465,11.8178,3.9686
411,69,92,"Altitude, temperature, and malaria vectors in Nainital and Udham Singh Nagar districts of Uttarakhand, India: An evidence-based study",Dhiman,2013,239,Yearly,No,,1,,1,,,,1,,12,2010,2010,"Indoor Resting Collections, Morning",Culicifacies,0,0,0,27,96,27,51,9,12,12,3,6
411,69,92,"Altitude, temperature, and malaria vectors in Nainital and Udham Singh Nagar districts of Uttarakhand, India: An evidence-based study",Dhiman,2013,240,Yearly,No,,1,,1,,,,1,,12,2010,2010,"Indoor Resting Collections, Morning",Fluviatilis,3,0,6,39,45,42,54,12,6,9,0,0
411,69,93,"Altitude, temperature, and malaria vectors in Nainital and Udham Singh Nagar districts of Uttarakhand, India: An evidence-based study",Dhiman,2013,241,Yearly,No,,1,,1,,,,1,,12,2010,2010,"Indoor Resting Collections, Morning",Culicifacies,54,0,3,357,438,168,51,0,24,177,156,180
411,69,93,"Altitude, temperature, and malaria vectors in Nainital and Udham Singh Nagar districts of Uttarakhand, India: An evidence-based study",Dhiman,2013,242,Yearly,No,,1,,1,,,,1,,12,2010,2010,"Indoor Resting Collections, Morning",Fluviatilis,180,15,60,231,111,3,54,30,0,183,171,204
411,69,94,"Altitude, temperature, and malaria vectors in Nainital and Udham Singh Nagar districts of Uttarakhand, India: An evidence-based study",Dhiman,2013,243,Yearly,No,,1,,1,,,,1,,12,2010,2010,"Indoor Resting Collections, Morning",Culicifacies,0,0,0,372,141,24,0,12,0,0,0,12
411,69,94,"Altitude, temperature, and malaria vectors in Nainital and Udham Singh Nagar districts of Uttarakhand, India: An evidence-based study",Dhiman,2013,244,Yearly,No,,1,,1,,,,1,,12,2010,2010,"Indoor Resting Collections, Morning",Fluviatilis,0,0,0,90,0,3,90,6,0,0,0,0
413,70,95,"Establishment of a focus on Anopheles fluviatilis, an important malaria vector near the National Thermal Power Corporation Project in Dadri CHC area in District Gautam Budh Nagar, Uttar Pradesh, India: A case study",Mittal,2013,245,No,No,,1,,1,,,,1,NOTE MISSING THE FLUV TIME SERIES,12,2009,2012,"Indoor Resting Collections, Human and Cattle Dwellings",Culicifacies,0.082366667,0.341333333,1.189033333,1.208,1.76605,3.251733333,18.3581,25.94263333,23.9338,10.5128,8.809533333,6.866233333
428,71,96,"Estimation of vectorial capacity of Anopheles minimus Theobald & An. fluviatilis James (Diptera: Culicidae) in a malaria endemic area of Odisha State, India",Gunasekaran,2014,246,Quarterly,No,,,,1,1,,,1,,12,2006,2007,Human Landing Catches Overnight,Fluviatilis,1,8,3,5,8,9.5,2,13,20,22,18,21
428,71,96,"Estimation of vectorial capacity of Anopheles minimus Theobald & An. fluviatilis James (Diptera: Culicidae) in a malaria endemic area of Odisha State, India",Gunasekaran,2014,247,Quarterly,No,,,,1,1,,,1,,12,2006,2007,Human Landing Catches Overnight,Minimus,2,7,11,6,4,2,4,13,18,37,24,9
441,73,98,"Relative Abundance and Plasmodium Infection Rates of Malaria Vectors in and around Jabalpur, a Malaria Endemic Region in Madhya Pradesh State, Central India",Singh,2015,248,No,Yes,1,1,0,1,0,0,1,1,,12,2006,2010,"Indoor Resting Collections, 6am, Cattle and Human Dwellings",Culicifacies,295.5501325,381.7170868,393.4516662,190.8425426,102.8532772,205.4218686,709.3486372,1775.954557,686.2187561,391.3268916,322.6877594,288.2847335
441,73,98,"Relative Abundance and Plasmodium Infection Rates of Malaria Vectors in and around Jabalpur, a Malaria Endemic Region in Madhya Pradesh State, Central India",Singh,2015,249,No,Yes,1,1,0,1,0,0,1,1,,12,2006,2010,CDC Light Traps 6pm to 6am,Culicifacies,95.56439846,149.5459404,137.1784704,100.8436716,24.57492367,34.00126975,187.1072895,402.4739355,414.7705997,219.9225728,178.0534961,75.37124352
